t_mono,cpu_jiffies,rss_total_kb,threads_total,procs
2057.46,17382,9961856,39,2
2057.98,17694,9980320,39,2
2058.50,18006,9980320,39,2
2059.03,18322,9980324,39,2
2059.56,18639,9980324,39,2
2060.08,18959,9980324,39,2
2060.61,19273,9980324,39,2
2061.14,19593,9980324,39,2
2061.67,19910,9980324,39,2
2062.20,20227,9980324,39,2
2062.73,20544,9980324,39,2
2063.26,20864,9980328,39,2
2063.79,21181,9980336,39,2
2064.32,21500,9980344,39,2
2064.84,21818,9980352,39,2
2065.37,22133,9980352,39,2
2065.90,22450,9980352,39,2
2066.42,22766,9980352,39,2
2066.95,23080,9980360,39,2
2067.48,23397,9980368,39,2
2068.01,23714,9980380,39,2
2068.53,24031,9980380,39,2
2069.06,24348,9980384,39,2
2069.59,24665,9980384,39,2
2070.11,24980,9980392,39,2
2070.65,25300,9980396,39,2
