t_mono,cpu_jiffies,rss_total_kb,threads_total,procs
2252.63,134377,10515296,39,2
2253.15,134549,10811108,39,2
2253.68,134863,10811108,39,2
2254.19,135175,10811108,39,2
2254.72,135487,10811108,39,2
2255.24,135799,10811108,39,2
2255.75,136111,10811108,39,2
2256.28,136423,10811108,39,2
2256.80,136735,10811000,39,2
2257.32,137047,10811000,39,2
2257.84,137362,10811000,39,2
2258.36,137674,10811000,39,2
2258.88,137986,10811000,39,2
2259.40,138295,10811000,39,2
2259.92,138607,10811000,39,2
2260.44,138919,10811000,39,2
2260.96,139234,10811000,39,2
2261.48,139546,10811000,39,2
2262.00,139858,10811000,39,2
2262.52,140170,10811000,39,2
2263.04,140482,10811000,39,2
2263.56,140794,10811000,39,2
2264.08,141106,10811000,39,2
2264.60,141418,10811000,39,2
2265.12,141730,10811000,39,2
2265.64,142042,10811000,39,2
2266.16,142354,10811000,39,2
2266.68,142665,10811000,39,2
2267.20,142977,10811000,39,2
2267.72,143289,10811000,39,2
2268.25,143604,10811000,39,2
2268.77,143916,10811000,39,2
2269.29,144228,10811000,39,2
2269.81,144540,10811000,39,2
2270.33,144854,10811000,39,2
2270.85,145166,10811000,39,2
2271.37,145478,10811000,39,2
2271.89,145788,10811000,39,2
2272.41,146102,10811000,39,2
2272.93,146414,10811000,39,2
2273.45,146728,10811000,39,2
2273.97,147040,10811000,39,2
2274.49,147350,10811000,39,2
2275.01,147664,10811000,39,2
2275.54,147979,10811000,39,2
2276.06,148291,10811000,39,2
2276.57,148600,10811000,39,2
2277.09,148912,10811000,39,2
2277.61,149224,10810780,39,2
2278.13,149536,10810780,39,2
2278.65,149848,10810780,39,2
2279.18,150163,10810780,39,2
2279.69,150472,10810780,39,2
2280.21,150787,10810780,39,2
2280.74,151099,10810780,39,2
2281.26,151411,10810780,39,2
2281.78,151725,10810780,39,2
2282.30,152040,10810988,39,2
2282.82,152354,10810988,39,2
2283.35,152666,10810988,39,2
2283.87,152983,10810988,39,2
2284.39,153295,10810988,39,2
2284.91,153605,10810988,39,2
2285.43,153917,10810988,39,2
2285.95,154229,10810988,39,2
2286.47,154542,10802300,39,2
2286.99,154856,10802300,39,2
2287.52,155171,10802300,39,2
2288.04,155483,10802300,39,2
2288.56,155795,10802300,39,2
2289.07,156104,10802300,39,2
2289.59,156416,10802300,39,2
2290.11,156728,10802300,39,2
2290.63,157040,10802300,39,2
2291.15,157352,10802300,39,2
2291.67,157664,10802300,39,2
2292.20,157979,10802300,39,2
2292.71,158288,10802300,39,2
2293.24,158602,10802300,39,2
2293.76,158914,10802300,39,2
2294.27,159224,10802300,39,2
2294.79,159536,10802300,39,2
2295.32,159848,10802300,39,2
2295.84,160162,10802300,39,2
2296.36,160474,10802300,39,2
2296.88,160786,10802300,39,2
2297.40,161101,10802300,39,2
2297.92,161415,10802300,39,2
2298.44,161725,10802300,39,2
2298.96,162037,10802300,39,2
2299.48,162349,10802300,39,2
2300.00,162661,10802300,39,2
2300.52,162973,10802300,39,2
2301.04,163287,10802300,39,2
2301.56,163597,10802300,39,2
2302.08,163909,10802300,39,2
2302.61,164223,10802300,39,2
2303.13,164538,10802300,39,2
2303.65,164850,10802300,39,2
2304.17,165161,10802300,39,2
