t_mono,cpu_jiffies,rss_total_kb,threads_total,procs
1711.16,605796,10197252,39,2
1711.69,605842,10641936,39,2
1712.20,605894,10993588,39,2
1712.72,605946,11348552,39,2
1713.24,606232,11370592,39,2
1713.76,606544,11370592,39,2
1714.29,606856,11370592,39,2
1714.81,607168,11370344,39,2
1715.33,607482,11370344,39,2
1715.85,607794,11370344,39,2
1716.37,608103,11370344,39,2
1716.89,608415,11370344,39,2
1717.40,608727,11370344,39,2
1717.92,609039,11370344,39,2
1718.45,609351,11370344,39,2
1718.97,609663,11370344,39,2
1719.49,609975,11370344,39,2
1720.01,610290,11370344,39,2
1720.53,610602,11370344,39,2
1721.05,610914,11370344,39,2
1721.57,611226,11370344,39,2
1722.09,611538,11370344,39,2
1722.61,611850,11370344,39,2
1723.13,612162,11370344,39,2
1723.65,612474,11370344,39,2
1724.17,612788,11370344,39,2
1724.69,613100,11370236,39,2
1725.21,613412,11370236,39,2
1725.73,613724,11370236,39,2
1726.25,614036,11370236,39,2
1726.78,614350,11370236,39,2
1727.29,614659,11370236,39,2
1727.82,614974,11370236,39,2
1728.34,615286,11370236,39,2
1728.86,615600,11370236,39,2
1729.38,615912,11370236,39,2
1729.90,616224,11370236,39,2
1730.42,616539,11370236,39,2
1730.94,616851,11370236,39,2
1731.47,617163,11370236,39,2
1731.99,617475,11370236,39,2
1732.50,617787,11370236,39,2
1733.02,618099,11370236,39,2
1733.54,618408,11370236,39,2
1734.06,618720,11370236,39,2
1734.58,619032,11370236,39,2
1735.10,619344,11370048,39,2
1735.62,619659,11370048,39,2
1736.14,619971,11369984,39,2
1736.66,620283,11369984,39,2
1737.18,620595,11369984,39,2
1737.70,620907,11369984,39,2
1738.22,621219,11369984,39,2
1738.74,621530,11369984,39,2
1739.27,621842,11369984,39,2
1739.79,622157,11369900,39,2
1740.31,622469,11369900,39,2
1740.83,622781,11369900,39,2
1741.35,623093,11369900,39,2
1741.87,623405,11369900,39,2
1742.39,623717,11369900,39,2
1742.91,624029,11369940,39,2
1743.43,624344,11369940,39,2
1743.95,624656,11369940,39,2
1744.48,624970,11369940,39,2
1745.00,625285,11369820,39,2
1745.52,625594,11369820,39,2
1746.04,625909,11369820,39,2
1746.56,626218,11369820,39,2
1747.08,626530,11369820,39,2
1747.60,626842,11369820,39,2
1748.12,627154,11369820,39,2
1748.64,627466,11369820,39,2
1749.16,627781,11369820,39,2
1749.68,628093,11369820,39,2
1750.20,628407,11369800,39,2
1750.72,628719,11369800,39,2
1751.24,629031,11369800,39,2
1751.76,629343,11369800,39,2
1752.28,629655,11369800,39,2
1752.80,629967,11369800,39,2
1753.32,630278,11369800,39,2
1753.84,630590,11369800,39,2
1754.36,630902,11369800,39,2
1754.89,631215,11369772,39,2
1755.41,631529,11369772,39,2
1755.93,631841,11369772,39,2
1756.45,632153,11369772,39,2
1756.97,632465,11369772,39,2
1757.49,632777,11369772,39,2
1758.01,633092,11369772,39,2
1758.53,633404,11369772,39,2
1759.06,633718,11369772,39,2
1759.57,634028,11369772,39,2
1760.09,634339,11369772,39,2
1760.61,634651,11369772,39,2
1761.13,634963,11369772,39,2
1761.65,635275,11369772,39,2
1762.17,635587,11369772,39,2
1762.70,635902,11369772,39,2
1763.22,636214,11369772,39,2
1763.73,636523,11369772,39,2
1764.25,636835,11369772,39,2
1764.77,637147,11369772,39,2
1765.29,637459,11369772,39,2
1765.81,637771,11369772,39,2
1766.33,638083,11369772,39,2
1766.86,638398,11369772,39,2
1767.37,638710,11369772,39,2
1767.90,639022,11369772,39,2
1768.42,639334,11369772,39,2
1768.93,639646,11369772,39,2
1769.45,639955,11369772,39,2
1769.97,640267,11369772,39,2
1770.49,640579,11369772,39,2
1771.01,640891,11369772,39,2
1771.53,641203,11369772,39,2
1772.06,641517,11369772,39,2
1772.58,641832,11369772,39,2
1773.10,642144,11369772,39,2
1773.63,642458,11369772,39,2
1774.15,642770,11369772,39,2
1774.67,643084,11369772,39,2
1775.19,643399,11369772,39,2
1775.71,643711,11369772,39,2
1776.24,644025,11369772,39,2
1776.76,644337,11369772,39,2
1777.28,644649,11369772,39,2
1777.80,644961,11369772,39,2
1778.32,645275,11369772,39,2
1778.84,645585,11369772,39,2
1779.36,645897,11369772,39,2
1779.88,646209,11369772,39,2
1780.40,646510,11369772,39,2
1780.93,646801,11369772,39,2
1781.46,647093,11369772,39,2
1781.99,647385,11369772,39,2
1782.52,647680,11369772,39,2
1783.05,647977,11369772,39,2
1783.58,648267,11369772,39,2
1784.10,648555,11369772,39,2
1784.64,648856,11369772,39,2
1785.16,649146,11369772,39,2
1785.69,649439,11369720,39,2
1786.24,649744,11369720,39,2
1786.80,650052,11369720,39,2
1787.33,650347,11369720,39,2
1787.85,650635,11369720,39,2
1788.39,650934,11369720,39,2
1788.95,651244,11369720,39,2
1789.49,651539,11369720,39,2
1790.01,651831,11369720,39,2
1790.53,652125,11369720,39,2
1791.05,652437,11369668,39,2
1791.57,652749,11369668,39,2
1792.09,653060,11369668,39,2
1792.61,653372,11369668,39,2
1793.13,653684,11369668,39,2
1793.65,653996,11369668,39,2
1794.17,654308,11369668,39,2
1794.69,654620,11369668,39,2
1795.21,654932,11369668,39,2
1795.74,655247,11369668,39,2
1796.26,655559,11369668,39,2
1796.78,655871,11369668,39,2
1797.30,656185,11369668,39,2
1797.82,656497,11369668,39,2
1798.34,656809,11369668,39,2
1798.86,657121,11369668,39,2
1799.38,657433,11369668,39,2
1799.90,657745,11369668,39,2
1800.42,658057,11369668,39,2
1800.94,658369,11369596,39,2
1801.46,658679,11369596,39,2
1801.98,658993,11369596,39,2
