t_mono,cpu_jiffies,rss_total_kb,threads_total,procs
2162.06,80144,10219928,39,2
2162.67,80392,10513352,39,2
2163.19,80704,10513352,39,2
2163.71,81016,10513352,39,2
2164.23,81328,10513352,39,2
2164.75,81643,10513352,39,2
2165.27,81952,10513352,39,2
2165.79,82264,10513352,39,2
2166.31,82576,10513352,39,2
2166.83,82886,10513352,39,2
2167.34,83198,10513352,39,2
2167.86,83510,10513352,39,2
2168.38,83819,10513352,39,2
2168.90,84131,10513352,39,2
2169.42,84443,10513352,39,2
2169.94,84755,10513352,39,2
2170.46,85067,10513352,39,2
2170.98,85377,10513352,39,2
2171.50,85692,10513304,39,2
2172.02,86004,10513304,39,2
2172.54,86316,10513304,39,2
2173.06,86628,10513304,39,2
2173.58,86940,10513304,39,2
2174.10,87250,10513304,39,2
2174.62,87562,10513304,39,2
2175.14,87876,10513304,39,2
2175.66,88188,10513304,39,2
2176.18,88500,10513304,39,2
2176.70,88809,10513240,39,2
2177.22,89121,10513240,39,2
2177.74,89433,10513240,39,2
2178.26,89748,10513240,39,2
2178.78,90057,10513240,39,2
2179.30,90369,10513240,39,2
2179.82,90681,10513240,39,2
2180.34,90993,10513240,39,2
2180.86,91305,10513240,39,2
2181.38,91617,10513224,39,2
2181.90,91929,10513224,39,2
2182.42,92241,10513224,39,2
2182.94,92555,10513224,39,2
2183.46,92867,10513224,39,2
2183.99,93182,10513224,39,2
2184.51,93496,10513224,39,2
2185.03,93808,10513224,39,2
2185.55,94120,10513224,39,2
2186.07,94432,10513224,39,2
2186.59,94744,10513144,39,2
2187.11,95054,10513144,39,2
2187.62,95366,10513144,39,2
2188.14,95678,10513144,39,2
2188.66,95990,10513144,39,2
2189.18,96299,10513144,39,2
2189.70,96611,10513144,39,2
2190.22,96923,10513144,39,2
2190.74,97235,10513144,39,2
2191.26,97547,10513144,39,2
2191.78,97862,10513144,39,2
2192.30,98171,10513144,39,2
2192.82,98483,10513144,39,2
2193.34,98795,10513144,39,2
2193.86,99110,10513144,39,2
2194.38,99419,10513144,39,2
2194.90,99734,10513144,39,2
2195.42,100046,10513144,39,2
2195.94,100355,10513144,39,2
2196.46,100669,10513148,39,2
2196.98,100981,10513148,39,2
2197.50,101293,10513148,39,2
2198.02,101605,10513148,39,2
2198.55,101917,10513148,39,2
2199.07,102229,10513148,39,2
2199.59,102541,10513148,39,2
2200.11,102856,10513148,39,2
2200.63,103168,10513148,39,2
2201.15,103477,10513148,39,2
2201.67,103792,10513148,39,2
2202.19,104103,10513148,39,2
2202.71,104415,10513148,39,2
2203.23,104727,10513148,39,2
2203.75,105039,10513148,39,2
2204.27,105351,10513148,39,2
2204.79,105666,10513148,39,2
2205.31,105978,10513148,39,2
2205.83,106290,10513148,39,2
2206.35,106604,10513148,39,2
2206.88,106917,10513148,39,2
2207.40,107229,10513148,39,2
2207.92,107541,10513148,39,2
2208.44,107853,10513148,39,2
2208.95,108162,10513148,39,2
2209.47,108477,10513148,39,2
2209.99,108789,10513148,39,2
2210.51,109098,10513148,39,2
2211.03,109410,10513148,39,2
2211.55,109722,10513148,39,2
2212.07,110034,10513148,39,2
2212.59,110346,10513148,39,2
2213.11,110658,10513148,39,2
2213.64,110972,10513148,39,2
2214.16,111284,10513148,39,2
2214.68,111601,10514928,39,2
2215.22,111918,10514928,39,2
2215.74,112235,10514928,39,2
2216.27,112552,10514928,39,2
2216.80,112869,10514928,39,2
2217.33,113187,10514928,39,2
2217.86,113503,10514928,39,2
2218.39,113823,10514936,39,2
2218.92,114142,10514936,39,2
2219.45,114458,10514940,39,2
2219.98,114775,10514940,39,2
2220.50,115092,10514940,39,2
2221.04,115411,10514940,39,2
2221.56,115729,10514940,39,2
2222.10,116049,10514940,39,2
2222.63,116368,10514940,39,2
2223.16,116687,10514940,39,2
2223.69,117004,10514940,39,2
2224.21,117322,10514940,39,2
2224.74,117638,10514944,39,2
2225.27,117955,10514944,39,2
2225.80,118272,10514944,39,2
2226.33,118592,10514952,39,2
2226.86,118909,10514952,39,2
2227.39,119228,10514952,39,2
2227.92,119544,10514952,39,2
2228.45,119861,10514952,39,2
2228.97,120178,10514952,39,2
2229.50,120495,10514956,39,2
2230.03,120812,10514956,39,2
2230.56,121129,10514956,39,2
2231.09,121448,10514956,39,2
2231.62,121766,10514956,39,2
2232.15,122086,10514956,39,2
2232.68,122403,10514956,39,2
2233.21,122720,10514956,39,2
2233.73,123034,10514956,39,2
2234.26,123351,10514968,39,2
2234.79,123670,10514968,39,2
2235.32,123989,10514968,39,2
2235.85,124308,10514968,39,2
2236.38,124625,10514968,39,2
2236.91,124945,10514968,39,2
2237.44,125265,10514968,39,2
2237.98,125582,10514968,39,2
2238.51,125901,10514968,39,2
2239.04,126218,10514968,39,2
2239.57,126538,10514972,39,2
2240.10,126857,10514972,39,2
2240.63,127176,10514972,39,2
2241.16,127494,10514972,39,2
2241.69,127811,10514972,39,2
2242.22,128130,10514972,39,2
2242.75,128449,10514972,39,2
2243.28,128766,10514972,39,2
2243.81,129083,10514972,39,2
2244.33,129397,10514976,39,2
2244.86,129714,10514976,39,2
2245.39,130033,10514976,39,2
2245.92,130350,10514976,39,2
2246.45,130667,10514976,39,2
2246.98,130986,10514976,39,2
2247.51,131304,10514976,39,2
2248.04,131621,10514976,39,2
2248.56,131938,10514976,39,2
2249.10,132258,10514980,39,2
2249.63,132577,10514980,39,2
2250.16,132894,10514980,39,2
2250.69,133213,10514980,39,2
2251.21,133530,10514980,39,2
2251.74,133847,10514980,39,2
2252.27,134164,10514980,39,2
