t_mono,cpu_jiffies,rss_total_kb,threads_total,procs
1059.26,215634,8742024,39,2
1059.79,215893,8844520,39,2
1060.31,216204,8844520,39,2
1060.84,216516,8844520,39,2
1061.35,216828,8844520,39,2
1061.87,217143,8844520,39,2
1062.40,217455,8844520,39,2
1062.92,217767,8844520,39,2
1063.43,218076,8844520,39,2
1063.95,218388,8844520,39,2
1064.47,218700,8844520,39,2
1064.99,219013,8844528,39,2
1065.51,219325,8844528,39,2
1066.04,219640,8844528,39,2
1066.56,219953,8844528,39,2
1067.08,220267,8844528,39,2
1067.60,220579,8844528,39,2
1068.12,220894,8844528,39,2
1068.65,221207,8844528,39,2
1069.17,221522,8844528,39,2
1069.69,221836,8844528,39,2
1070.21,222149,8844528,39,2
1070.74,222463,8844536,39,2
1071.26,222775,8844536,39,2
1071.78,223088,8844536,39,2
1072.30,223403,8844536,39,2
1072.82,223715,8844536,39,2
1073.35,224030,8844536,39,2
1073.87,224346,8844536,39,2
1074.39,224656,8844540,39,2
1074.91,224971,8844540,39,2
1075.43,225282,8844540,39,2
1075.95,225598,8844540,39,2
1076.47,225911,8844564,39,2
1077.00,226225,8844564,39,2
1077.52,226539,8844564,39,2
1078.04,226852,8844564,39,2
1078.56,227166,8844572,39,2
1079.10,227485,8844644,39,2
1079.63,227804,8844644,39,2
