t_mono,cpu_jiffies,rss_total_kb,threads_total,procs
12947.76,18373,9982952,30,2
12948.28,18569,10102032,30,2
12948.80,18777,10207060,30,2
12949.32,18985,10207060,30,2
12949.84,19193,10207060,30,2
12950.36,19401,10207060,30,2
12950.88,19609,10207060,30,2
12951.40,19819,10207060,30,2
12951.93,20029,10207060,30,2
12952.45,20237,10207060,30,2
12952.97,20444,10207060,30,2
12953.49,20652,10207060,30,2
12954.01,20862,10207060,30,2
12954.53,21070,10207060,30,2
12955.06,21280,10207060,30,2
12955.58,21488,10207060,30,2
12956.10,21696,10207060,30,2
12956.62,21907,10207060,30,2
12957.14,22115,10207060,30,2
12957.66,22323,10207060,30,2
12958.18,22531,10207060,30,2
12958.71,22739,10207060,30,2
12959.23,22950,10207060,30,2
12959.76,23159,10207060,30,2
12960.28,23369,10207060,30,2
12960.80,23577,10207060,30,2
12961.32,23785,10207060,30,2
12961.84,23991,10207060,30,2
12962.36,24201,10207060,30,2
12962.88,24409,10207060,30,2
12963.40,24617,10207060,30,2
12963.92,24823,10207060,30,2
12964.44,25033,10207060,30,2
12964.96,25241,10207060,30,2
12965.48,25449,10207060,30,2
12966.00,25658,10207060,30,2
12966.52,25866,10207060,30,2
12967.04,26074,10207060,30,2
12967.56,26282,10207060,30,2
12968.09,26490,10207060,30,2
12968.61,26700,10207060,30,2
12969.13,26908,10207060,30,2
12969.65,27116,10207060,30,2
12970.17,27323,10207060,30,2
12970.69,27531,10207060,30,2
12971.21,27741,10207060,30,2
12971.73,27949,10207060,30,2
12972.25,28156,10207060,30,2
12972.77,28364,10207060,30,2
12973.29,28572,10207060,30,2
12973.81,28780,10207060,30,2
12974.33,28988,10207060,30,2
12974.85,29196,10207060,30,2
12975.37,29406,10207060,30,2
12975.90,29614,10207060,30,2
12976.42,29822,10207060,30,2
12976.94,30031,10207060,30,2
12977.46,30239,10207060,30,2
12977.98,30447,10207064,30,2
12978.50,30655,10207064,30,2
12979.02,30863,10207064,30,2
12979.54,31071,10207064,30,2
12980.06,31279,10207064,30,2
12980.58,31489,10207064,30,2
12981.10,31697,10207064,30,2
12981.62,31905,10207064,30,2
12982.14,32113,10207064,30,2
12982.66,32321,10207064,30,2
12983.18,32529,10207064,30,2
12983.71,32737,10207064,30,2
12984.23,32946,10207064,30,2
12984.75,33155,10221404,30,2
12985.27,33363,10221404,30,2
12985.79,33571,10221404,30,2
12986.31,33779,10221404,30,2
12986.83,33987,10221404,30,2
12987.35,34195,10221404,30,2
12987.87,34403,10221404,30,2
12988.39,34612,10221404,30,2
12988.91,34822,10221404,30,2
12989.44,35030,10221404,30,2
12989.96,35238,10221404,30,2
12990.48,35446,10221404,30,2
12991.00,35655,10221404,30,2
12991.52,35862,10221404,30,2
12992.04,36071,10221404,30,2
12992.56,36279,10221404,30,2
12993.08,36487,10221404,30,2
12993.60,36695,10221404,30,2
12994.12,36903,10221404,30,2
12994.64,37111,10221404,30,2
12995.16,37319,10221404,30,2
12995.68,37527,10221404,30,2
12996.20,37735,10221404,30,2
12996.72,37943,10221404,30,2
12997.24,38152,10221404,30,2
12997.76,38360,10221404,30,2
12998.28,38568,10221404,30,2
12998.80,38776,10221404,30,2
12999.32,38984,10221404,30,2
12999.84,39192,10221404,30,2
13000.36,39400,10221404,30,2
13000.88,39608,10221404,30,2
13001.40,39816,10221404,30,2
13001.92,40024,10221404,30,2
13002.44,40232,10221404,30,2
13002.96,40440,10221404,30,2
13003.48,40648,10221404,30,2
13004.00,40856,10221404,30,2
13004.53,41064,10221404,30,2
13005.05,41272,10221404,30,2
13005.57,41480,10221404,30,2
13006.08,41688,10221404,30,2
13006.61,41896,10221404,30,2
13007.13,42105,10221404,30,2
13007.65,42315,10221404,30,2
13008.17,42523,10221404,30,2
13008.69,42731,10221404,30,2
13009.21,42939,10221404,30,2
13009.73,43148,10221404,30,2
13010.25,43356,10221404,30,2
13010.77,43562,10221404,30,2
13011.29,43772,10221404,30,2
13011.81,43980,10221404,30,2
13012.33,44186,10221404,30,2
13012.85,44396,10221404,30,2
13013.37,44604,10221404,30,2
13013.89,44812,10221404,30,2
13014.42,45021,10223188,30,2
13014.94,45231,10223188,30,2
13015.47,45442,10223188,30,2
13016.00,45652,10223196,30,2
13016.52,45863,10223196,30,2
13017.05,46073,10223196,30,2
13017.58,46284,10223196,30,2
13018.10,46495,10223196,30,2
13018.63,46704,10223196,30,2
13019.16,46916,10223204,30,2
13019.68,47126,10223204,30,2
13020.21,47335,10223208,30,2
13020.73,47546,10223208,30,2
13021.26,47759,10223208,30,2
13021.78,47969,10223208,30,2
13022.31,48179,10223208,30,2
13022.84,48390,10223208,30,2
13023.36,48600,10223216,30,2
13023.89,48809,10223216,30,2
13024.41,49020,10223216,30,2
13024.94,49230,10223224,30,2
13025.46,49441,10223224,30,2
13025.99,49651,10223276,30,2
13026.52,49862,10217488,30,2
13027.05,50073,10217488,30,2
13027.58,50286,10217488,30,2
13028.10,50496,10217488,30,2
13028.63,50707,10217488,30,2
13029.16,50918,10217488,30,2
13029.68,51129,10217488,30,2
13030.21,51341,10217488,30,2
13030.74,51550,10217488,30,2
13031.26,51762,10217492,30,2
13031.79,51974,10217492,30,2
13032.32,52183,10217492,30,2
13032.84,52393,10217492,30,2
13033.37,52604,10217492,30,2
13033.89,52815,10217492,30,2
13034.42,53027,10217492,30,2
13034.95,53236,10217492,30,2
13035.48,53447,10217492,30,2
13036.00,53657,10217492,30,2
13036.53,53868,10217492,30,2
13037.05,54078,10217496,30,2
13037.58,54289,10217496,30,2
13038.11,54498,10217496,30,2
13038.63,54711,10217496,30,2
13039.16,54922,10217496,30,2
13039.69,55131,10217496,30,2
13040.21,55343,10217496,30,2
13040.74,55554,10217496,30,2
13041.27,55764,10217496,30,2
13041.79,55975,10217496,30,2
13042.32,56185,10217500,30,2
13042.85,56396,10217500,30,2
13043.37,56607,10217500,30,2
13043.90,56818,10217500,30,2
13044.42,57029,10217500,30,2
13044.95,57238,10217500,30,2
13045.48,57450,10217500,30,2
13046.00,57659,10217500,30,2
13046.53,57871,10217500,30,2
13047.06,58083,10217500,30,2
13047.58,58292,10217504,30,2
13048.11,58503,10217504,30,2
13048.64,58715,10217504,30,2
13049.16,58924,10217504,30,2
13049.69,59136,10217504,30,2
13050.22,59347,10217504,30,2
13050.74,59556,10217504,30,2
13051.27,59768,10217504,30,2
13051.79,59977,10217504,30,2
13052.32,60187,10217504,30,2
13052.84,60398,10217504,30,2
13053.37,60610,10217508,30,2
13053.90,60822,10217508,30,2
13054.43,61031,10217516,30,2
13054.95,61242,10217516,30,2
13055.48,61452,10217516,30,2
13056.00,61663,10217516,30,2
13056.53,61874,10217516,30,2
13057.06,62086,10217516,30,2
